// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 2 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// start dotnet  restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 /p:Deterministic=true /p:Optimize=true in C:\Projects\study\Presentation\DotnetSeven\dotnet7csharp11\Demo\ProjectDemos\Dotnet7Benchmark\bin\release\net7.0\d01bfd7f-02a5-4b27-b4fb-52ddb183886b
// command took 1.12s and exited with 0
// start dotnet  build -c Release --no-restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 /p:Deterministic=true /p:Optimize=true in C:\Projects\study\Presentation\DotnetSeven\dotnet7csharp11\Demo\ProjectDemos\Dotnet7Benchmark\bin\release\net7.0\d01bfd7f-02a5-4b27-b4fb-52ddb183886b
// command took 13.71s and exited with 1
// start dotnet  build -c Release --no-restore --no-dependencies /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 /p:Deterministic=true /p:Optimize=true in C:\Projects\study\Presentation\DotnetSeven\dotnet7csharp11\Demo\ProjectDemos\Dotnet7Benchmark\bin\release\net7.0\d01bfd7f-02a5-4b27-b4fb-52ddb183886b
// command took 2.84s and exited with 0
// ***** Done, took 00:00:17 (17.74 sec)   *****
// Found 2 benchmarks:
//   StopwatchBenchmark.OldStopwatch: DefaultJob
//   StopwatchBenchmark.NewStopwatch: DefaultJob

Setup power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: High performance)
OverheadActual   3: 16777216 op, 34067400.00 ns, 2.0306 ns/op
OverheadActual   4: 16777216 op, 33416000.00 ns, 1.9917 ns/op
OverheadActual   5: 16777216 op, 33924300.00 ns, 2.0220 ns/op
OverheadActual   6: 16777216 op, 35206800.00 ns, 2.0985 ns/op
OverheadActual   7: 16777216 op, 35675600.00 ns, 2.1264 ns/op
OverheadActual   8: 16777216 op, 33533400.00 ns, 1.9987 ns/op
OverheadActual   9: 16777216 op, 34205600.00 ns, 2.0388 ns/op
OverheadActual  10: 16777216 op, 25833000.00 ns, 1.5398 ns/op
OverheadActual  11: 16777216 op, 28172200.00 ns, 1.6792 ns/op
OverheadActual  12: 16777216 op, 26730000.00 ns, 1.5932 ns/op
OverheadActual  13: 16777216 op, 26381100.00 ns, 1.5724 ns/op
OverheadActual  14: 16777216 op, 25402700.00 ns, 1.5141 ns/op
OverheadActual  15: 16777216 op, 25604800.00 ns, 1.5262 ns/op
OverheadActual  16: 16777216 op, 25486200.00 ns, 1.5191 ns/op
OverheadActual  17: 16777216 op, 25330100.00 ns, 1.5098 ns/op
OverheadActual  18: 16777216 op, 25477200.00 ns, 1.5186 ns/op
OverheadActual  19: 16777216 op, 25193600.00 ns, 1.5017 ns/op
OverheadActual  20: 16777216 op, 24587600.00 ns, 1.4655 ns/op

WorkloadWarmup   1: 16777216 op, 601283200.00 ns, 35.8393 ns/op
WorkloadWarmup   2: 16777216 op, 598550900.00 ns, 35.6764 ns/op
WorkloadWarmup   3: 16777216 op, 596392400.00 ns, 35.5478 ns/op
WorkloadWarmup   4: 16777216 op, 644880000.00 ns, 38.4378 ns/op
WorkloadWarmup   5: 16777216 op, 588411500.00 ns, 35.0721 ns/op
WorkloadWarmup   6: 16777216 op, 721924000.00 ns, 43.0300 ns/op
WorkloadWarmup   7: 16777216 op, 623313100.00 ns, 37.1524 ns/op

// BeforeActualRun
WorkloadActual   1: 16777216 op, 590734800.00 ns, 35.2105 ns/op
WorkloadActual   2: 16777216 op, 727986300.00 ns, 43.3914 ns/op
WorkloadActual   3: 16777216 op, 697727300.00 ns, 41.5878 ns/op
WorkloadActual   4: 16777216 op, 662839800.00 ns, 39.5083 ns/op
WorkloadActual   5: 16777216 op, 626742500.00 ns, 37.3568 ns/op
WorkloadActual   6: 16777216 op, 609285600.00 ns, 36.3163 ns/op
WorkloadActual   7: 16777216 op, 614077300.00 ns, 36.6019 ns/op
WorkloadActual   8: 16777216 op, 702256700.00 ns, 41.8578 ns/op
WorkloadActual   9: 16777216 op, 670141500.00 ns, 39.9435 ns/op
WorkloadActual  10: 16777216 op, 595204500.00 ns, 35.4770 ns/op
WorkloadActual  11: 16777216 op, 615281600.00 ns, 36.6736 ns/op
WorkloadActual  12: 16777216 op, 607628900.00 ns, 36.2175 ns/op
WorkloadActual  13: 16777216 op, 649187400.00 ns, 38.6946 ns/op
WorkloadActual  14: 16777216 op, 635460800.00 ns, 37.8764 ns/op
WorkloadActual  15: 16777216 op, 604972400.00 ns, 36.0592 ns/op
WorkloadActual  16: 16777216 op, 595325400.00 ns, 35.4842 ns/op
WorkloadActual  17: 16777216 op, 583712800.00 ns, 34.7920 ns/op
WorkloadActual  18: 16777216 op, 587520300.00 ns, 35.0189 ns/op
WorkloadActual  19: 16777216 op, 575837300.00 ns, 34.3226 ns/op
WorkloadActual  20: 16777216 op, 612018300.00 ns, 36.4791 ns/op
WorkloadActual  21: 16777216 op, 591277200.00 ns, 35.2429 ns/op
WorkloadActual  22: 16777216 op, 610776100.00 ns, 36.4051 ns/op
WorkloadActual  23: 16777216 op, 612300500.00 ns, 36.4960 ns/op
WorkloadActual  24: 16777216 op, 676711100.00 ns, 40.3351 ns/op
WorkloadActual  25: 16777216 op, 619597000.00 ns, 36.9309 ns/op
WorkloadActual  26: 16777216 op, 649466000.00 ns, 38.7112 ns/op
WorkloadActual  27: 16777216 op, 592294700.00 ns, 35.3035 ns/op
WorkloadActual  28: 16777216 op, 597124300.00 ns, 35.5914 ns/op
WorkloadActual  29: 16777216 op, 605896000.00 ns, 36.1142 ns/op
WorkloadActual  30: 16777216 op, 605958700.00 ns, 36.1180 ns/op
WorkloadActual  31: 16777216 op, 625623500.00 ns, 37.2901 ns/op
WorkloadActual  32: 16777216 op, 625522400.00 ns, 37.2840 ns/op
WorkloadActual  33: 16777216 op, 656229300.00 ns, 39.1143 ns/op
WorkloadActual  34: 16777216 op, 624166000.00 ns, 37.2032 ns/op
WorkloadActual  35: 16777216 op, 634706400.00 ns, 37.8314 ns/op
WorkloadActual  36: 16777216 op, 611692500.00 ns, 36.4597 ns/op
WorkloadActual  37: 16777216 op, 577115600.00 ns, 34.3988 ns/op
WorkloadActual  38: 16777216 op, 587823800.00 ns, 35.0370 ns/op
WorkloadActual  39: 16777216 op, 590924200.00 ns, 35.2218 ns/op
WorkloadActual  40: 16777216 op, 603803500.00 ns, 35.9895 ns/op
WorkloadActual  41: 16777216 op, 660999300.00 ns, 39.3986 ns/op
WorkloadActual  42: 16777216 op, 669087300.00 ns, 39.8807 ns/op
WorkloadActual  43: 16777216 op, 596830400.00 ns, 35.5739 ns/op
WorkloadActual  44: 16777216 op, 604322900.00 ns, 36.0205 ns/op
WorkloadActual  45: 16777216 op, 603504700.00 ns, 35.9717 ns/op
WorkloadActual  46: 16777216 op, 590116400.00 ns, 35.1737 ns/op
WorkloadActual  47: 16777216 op, 598990000.00 ns, 35.7026 ns/op
WorkloadActual  48: 16777216 op, 585755000.00 ns, 34.9137 ns/op
WorkloadActual  49: 16777216 op, 585375600.00 ns, 34.8911 ns/op
WorkloadActual  50: 16777216 op, 589908900.00 ns, 35.1613 ns/op
WorkloadActual  51: 16777216 op, 575454300.00 ns, 34.2997 ns/op
WorkloadActual  52: 16777216 op, 585508500.00 ns, 34.8990 ns/op
WorkloadActual  53: 16777216 op, 587271700.00 ns, 35.0041 ns/op
WorkloadActual  54: 16777216 op, 587810500.00 ns, 35.0362 ns/op
WorkloadActual  55: 16777216 op, 576485100.00 ns, 34.3612 ns/op
WorkloadActual  56: 16777216 op, 581308400.00 ns, 34.6487 ns/op
WorkloadActual  57: 16777216 op, 581059300.00 ns, 34.6338 ns/op
WorkloadActual  58: 16777216 op, 573875200.00 ns, 34.2056 ns/op
WorkloadActual  59: 16777216 op, 587057100.00 ns, 34.9913 ns/op
WorkloadActual  60: 16777216 op, 579027700.00 ns, 34.5127 ns/op
WorkloadActual  61: 16777216 op, 590172000.00 ns, 35.1770 ns/op
WorkloadActual  62: 16777216 op, 586852100.00 ns, 34.9791 ns/op

// AfterActualRun
WorkloadResult   1: 16777216 op, 563283700.00 ns, 33.5743 ns/op
WorkloadResult   2: 16777216 op, 635388700.00 ns, 37.8721 ns/op
WorkloadResult   3: 16777216 op, 599291400.00 ns, 35.7206 ns/op
WorkloadResult   4: 16777216 op, 581834500.00 ns, 34.6800 ns/op
WorkloadResult   5: 16777216 op, 586626200.00 ns, 34.9656 ns/op
WorkloadResult   6: 16777216 op, 642690400.00 ns, 38.3073 ns/op
WorkloadResult   7: 16777216 op, 567753400.00 ns, 33.8407 ns/op
WorkloadResult   8: 16777216 op, 587830500.00 ns, 35.0374 ns/op
WorkloadResult   9: 16777216 op, 580177800.00 ns, 34.5813 ns/op
WorkloadResult  10: 16777216 op, 621736300.00 ns, 37.0584 ns/op
WorkloadResult  11: 16777216 op, 608009700.00 ns, 36.2402 ns/op
WorkloadResult  12: 16777216 op, 577521300.00 ns, 34.4230 ns/op
WorkloadResult  13: 16777216 op, 567874300.00 ns, 33.8479 ns/op
WorkloadResult  14: 16777216 op, 556261700.00 ns, 33.1558 ns/op
WorkloadResult  15: 16777216 op, 560069200.00 ns, 33.3827 ns/op
WorkloadResult  16: 16777216 op, 548386200.00 ns, 32.6864 ns/op
WorkloadResult  17: 16777216 op, 584567200.00 ns, 34.8429 ns/op
WorkloadResult  18: 16777216 op, 563826100.00 ns, 33.6067 ns/op
WorkloadResult  19: 16777216 op, 583325000.00 ns, 34.7689 ns/op
WorkloadResult  20: 16777216 op, 584849400.00 ns, 34.8597 ns/op
WorkloadResult  21: 16777216 op, 649260000.00 ns, 38.6989 ns/op
WorkloadResult  22: 16777216 op, 592145900.00 ns, 35.2946 ns/op
WorkloadResult  23: 16777216 op, 622014900.00 ns, 37.0750 ns/op
WorkloadResult  24: 16777216 op, 564843600.00 ns, 33.6673 ns/op
WorkloadResult  25: 16777216 op, 569673200.00 ns, 33.9552 ns/op
WorkloadResult  26: 16777216 op, 578444900.00 ns, 34.4780 ns/op
WorkloadResult  27: 16777216 op, 578507600.00 ns, 34.4817 ns/op
WorkloadResult  28: 16777216 op, 598172400.00 ns, 35.6539 ns/op
WorkloadResult  29: 16777216 op, 598071300.00 ns, 35.6478 ns/op
WorkloadResult  30: 16777216 op, 628778200.00 ns, 37.4781 ns/op
WorkloadResult  31: 16777216 op, 596714900.00 ns, 35.5670 ns/op
WorkloadResult  32: 16777216 op, 607255300.00 ns, 36.1952 ns/op
WorkloadResult  33: 16777216 op, 584241400.00 ns, 34.8235 ns/op
WorkloadResult  34: 16777216 op, 549664500.00 ns, 32.7626 ns/op
WorkloadResult  35: 16777216 op, 560372700.00 ns, 33.4008 ns/op
WorkloadResult  36: 16777216 op, 563473100.00 ns, 33.5856 ns/op
WorkloadResult  37: 16777216 op, 576352400.00 ns, 34.3533 ns/op
WorkloadResult  38: 16777216 op, 633548200.00 ns, 37.7624 ns/op
WorkloadResult  39: 16777216 op, 641636200.00 ns, 38.2445 ns/op
WorkloadResult  40: 16777216 op, 569379300.00 ns, 33.9377 ns/op
WorkloadResult  41: 16777216 op, 576871800.00 ns, 34.3842 ns/op
WorkloadResult  42: 16777216 op, 576053600.00 ns, 34.3355 ns/op
WorkloadResult  43: 16777216 op, 562665300.00 ns, 33.5375 ns/op
WorkloadResult  44: 16777216 op, 571538900.00 ns, 34.0664 ns/op
WorkloadResult  45: 16777216 op, 558303900.00 ns, 33.2775 ns/op
WorkloadResult  46: 16777216 op, 557924500.00 ns, 33.2549 ns/op
WorkloadResult  47: 16777216 op, 562457800.00 ns, 33.5251 ns/op
WorkloadResult  48: 16777216 op, 548003200.00 ns, 32.6635 ns/op
WorkloadResult  49: 16777216 op, 558057400.00 ns, 33.2628 ns/op
WorkloadResult  50: 16777216 op, 559820600.00 ns, 33.3679 ns/op
WorkloadResult  51: 16777216 op, 560359400.00 ns, 33.4000 ns/op
WorkloadResult  52: 16777216 op, 549034000.00 ns, 32.7250 ns/op
WorkloadResult  53: 16777216 op, 553857300.00 ns, 33.0125 ns/op
WorkloadResult  54: 16777216 op, 553608200.00 ns, 32.9976 ns/op
WorkloadResult  55: 16777216 op, 546424100.00 ns, 32.5694 ns/op
WorkloadResult  56: 16777216 op, 559606000.00 ns, 33.3551 ns/op
WorkloadResult  57: 16777216 op, 551576600.00 ns, 32.8765 ns/op
WorkloadResult  58: 16777216 op, 562720900.00 ns, 33.5408 ns/op
WorkloadResult  59: 16777216 op, 559401000.00 ns, 33.3429 ns/op
GC:  106 0 0 671089120 16777216
Threading:  0 0 16777216

// AfterAll
// Benchmark Process 44544 has exited with code 0.

Mean = 34.543 ns, StdErr = 0.208 ns (0.60%), N = 59, StdDev = 1.599 ns
Min = 32.569 ns, Q1 = 33.375 ns, Median = 34.066 ns, Q3 = 35.166 ns, Max = 38.699 ns
IQR = 1.791 ns, LowerFence = 30.689 ns, UpperFence = 37.852 ns
ConfidenceInterval = [33.821 ns; 35.264 ns] (CI 99.9%), Margin = 0.721 ns (2.09% of Mean)
Skewness = 1.03, Kurtosis = 3.13, MValue = 2

// ** Remained 1 (50.0%) benchmark(s) to run. Estimated finish 2022-12-22 10:31 (0h 0m from now) **
Setup power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: High performance)
// **************************
// Benchmark: StopwatchBenchmark.NewStopwatch: DefaultJob
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet d01bfd7f-02a5-4b27-b4fb-52ddb183886b.dll --benchmarkName Dotnet7Benchmark.StopwatchBenchmark.NewStopwatch --job Default --benchmarkId 1 in C:\Projects\study\Presentation\DotnetSeven\dotnet7csharp11\Demo\ProjectDemos\Dotnet7Benchmark\bin\release\net7.0\d01bfd7f-02a5-4b27-b4fb-52ddb183886b\bin\Release\net7.0
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET 7.0.0 (7.0.22.51805), X64 RyuJIT AVX2
// GC=Concurrent Workstation
// HardwareIntrinsics=AVX2,AES,BMI1,BMI2,FMA,LZCNT,PCLMUL,POPCNT VectorSize=256
// Job: DefaultJob

OverheadJitting  1: 1 op, 217700.00 ns, 217.7000 us/op
WorkloadJitting  1: 1 op, 236500.00 ns, 236.5000 us/op

OverheadJitting  2: 16 op, 230200.00 ns, 14.3875 us/op
WorkloadJitting  2: 16 op, 450300.00 ns, 28.1438 us/op

WorkloadPilot    1: 16 op, 1800.00 ns, 112.5000 ns/op
WorkloadPilot    2: 32 op, 2100.00 ns, 65.6250 ns/op
WorkloadPilot    3: 64 op, 2700.00 ns, 42.1875 ns/op
WorkloadPilot    4: 128 op, 4800.00 ns, 37.5000 ns/op
WorkloadPilot    5: 256 op, 9200.00 ns, 35.9375 ns/op
WorkloadPilot    6: 512 op, 17000.00 ns, 33.2031 ns/op
WorkloadPilot    7: 1024 op, 33300.00 ns, 32.5195 ns/op
WorkloadPilot    8: 2048 op, 70000.00 ns, 34.1797 ns/op
WorkloadPilot    9: 4096 op, 130800.00 ns, 31.9336 ns/op
WorkloadPilot   10: 8192 op, 258400.00 ns, 31.5430 ns/op
WorkloadPilot   11: 16384 op, 519600.00 ns, 31.7139 ns/op
WorkloadPilot   12: 32768 op, 1071000.00 ns, 32.6843 ns/op
WorkloadPilot   13: 65536 op, 2179600.00 ns, 33.2581 ns/op
WorkloadPilot   14: 131072 op, 4374600.00 ns, 33.3755 ns/op
WorkloadPilot   15: 262144 op, 8817100.00 ns, 33.6346 ns/op
WorkloadPilot   16: 524288 op, 18377300.00 ns, 35.0519 ns/op
WorkloadPilot   17: 1048576 op, 32506200.00 ns, 31.0003 ns/op
WorkloadPilot   18: 2097152 op, 68931300.00 ns, 32.8690 ns/op
WorkloadPilot   19: 4194304 op, 126639300.00 ns, 30.1932 ns/op
WorkloadPilot   20: 8388608 op, 229577600.00 ns, 27.3678 ns/op
WorkloadPilot   21: 16777216 op, 461532700.00 ns, 27.5095 ns/op
WorkloadPilot   22: 33554432 op, 920858800.00 ns, 27.4437 ns/op

OverheadWarmup   1: 33554432 op, 67587700.00 ns, 2.0143 ns/op
OverheadWarmup   2: 33554432 op, 65179200.00 ns, 1.9425 ns/op
OverheadWarmup   3: 33554432 op, 65745500.00 ns, 1.9594 ns/op
OverheadWarmup   4: 33554432 op, 54342600.00 ns, 1.6195 ns/op
OverheadWarmup   5: 33554432 op, 48640100.00 ns, 1.4496 ns/op
OverheadWarmup   6: 33554432 op, 53331800.00 ns, 1.5894 ns/op
OverheadWarmup   7: 33554432 op, 50682800.00 ns, 1.5105 ns/op

OverheadActual   1: 33554432 op, 49527300.00 ns, 1.4760 ns/op
OverheadActual   2: 33554432 op, 49369900.00 ns, 1.4713 ns/op
OverheadActual   3: 33554432 op, 49136000.00 ns, 1.4644 ns/op
OverheadActual   4: 33554432 op, 48731500.00 ns, 1.4523 ns/op
OverheadActual   5: 33554432 op, 49577100.00 ns, 1.4775 ns/op
OverheadActual   6: 33554432 op, 49265600.00 ns, 1.4682 ns/op
OverheadActual   7: 33554432 op, 50397700.00 ns, 1.5020 ns/op
OverheadActual   8: 33554432 op, 49638400.00 ns, 1.4793 ns/op
OverheadActual   9: 33554432 op, 49759700.00 ns, 1.4830 ns/op
OverheadActual  10: 33554432 op, 49782000.00 ns, 1.4836 ns/op
OverheadActual  11: 33554432 op, 49649900.00 ns, 1.4797 ns/op
OverheadActual  12: 33554432 op, 50120600.00 ns, 1.4937 ns/op
OverheadActual  13: 33554432 op, 49780300.00 ns, 1.4836 ns/op
OverheadActual  14: 33554432 op, 48923900.00 ns, 1.4580 ns/op
OverheadActual  15: 33554432 op, 49797600.00 ns, 1.4841 ns/op

WorkloadWarmup   1: 33554432 op, 914237000.00 ns, 27.2464 ns/op
WorkloadWarmup   2: 33554432 op, 922014900.00 ns, 27.4782 ns/op
WorkloadWarmup   3: 33554432 op, 926518400.00 ns, 27.6124 ns/op
WorkloadWarmup   4: 33554432 op, 982461200.00 ns, 29.2796 ns/op
WorkloadWarmup   5: 33554432 op, 979604400.00 ns, 29.1945 ns/op
WorkloadWarmup   6: 33554432 op, 953068800.00 ns, 28.4037 ns/op
WorkloadWarmup   7: 33554432 op, 970515400.00 ns, 28.9236 ns/op
WorkloadWarmup   8: 33554432 op, 968499000.00 ns, 28.8635 ns/op

// BeforeActualRun
WorkloadActual   1: 33554432 op, 955483200.00 ns, 28.4756 ns/op
WorkloadActual   2: 33554432 op, 976029800.00 ns, 29.0880 ns/op
WorkloadActual   3: 33554432 op, 931164400.00 ns, 27.7509 ns/op
WorkloadActual   4: 33554432 op, 955852300.00 ns, 28.4866 ns/op
WorkloadActual   5: 33554432 op, 996728500.00 ns, 29.7048 ns/op
WorkloadActual   6: 33554432 op, 969233500.00 ns, 28.8854 ns/op
WorkloadActual   7: 33554432 op, 959393800.00 ns, 28.5922 ns/op
WorkloadActual   8: 33554432 op, 934075200.00 ns, 27.8376 ns/op
WorkloadActual   9: 33554432 op, 971346100.00 ns, 28.9484 ns/op
WorkloadActual  10: 33554432 op, 974107600.00 ns, 29.0307 ns/op
WorkloadActual  11: 33554432 op, 962497100.00 ns, 28.6846 ns/op
WorkloadActual  12: 33554432 op, 986790500.00 ns, 29.4086 ns/op
WorkloadActual  13: 33554432 op, 999959600.00 ns, 29.8011 ns/op
WorkloadActual  14: 33554432 op, 919249900.00 ns, 27.3958 ns/op
WorkloadActual  15: 33554432 op, 924253600.00 ns, 27.5449 ns/op
WorkloadActual  16: 33554432 op, 970629500.00 ns, 28.9270 ns/op
WorkloadActual  17: 33554432 op, 968727400.00 ns, 28.8703 ns/op
WorkloadActual  18: 33554432 op, 955355000.00 ns, 28.4718 ns/op
WorkloadActual  19: 33554432 op, 985687100.00 ns, 29.3758 ns/op
WorkloadActual  20: 33554432 op, 1025380900.00 ns, 30.5587 ns/op
WorkloadActual  21: 33554432 op, 1002766900.00 ns, 29.8848 ns/op
WorkloadActual  22: 33554432 op, 995165200.00 ns, 29.6582 ns/op
WorkloadActual  23: 33554432 op, 964412400.00 ns, 28.7417 ns/op
WorkloadActual  24: 33554432 op, 977543100.00 ns, 29.1331 ns/op
WorkloadActual  25: 33554432 op, 949399000.00 ns, 28.2943 ns/op

// AfterActualRun
WorkloadResult   1: 33554432 op, 905844800.00 ns, 26.9963 ns/op
WorkloadResult   2: 33554432 op, 926391400.00 ns, 27.6086 ns/op
WorkloadResult   3: 33554432 op, 881526000.00 ns, 26.2715 ns/op
WorkloadResult   4: 33554432 op, 906213900.00 ns, 27.0073 ns/op
WorkloadResult   5: 33554432 op, 947090100.00 ns, 28.2255 ns/op
WorkloadResult   6: 33554432 op, 919595100.00 ns, 27.4061 ns/op
WorkloadResult   7: 33554432 op, 909755400.00 ns, 27.1128 ns/op
WorkloadResult   8: 33554432 op, 884436800.00 ns, 26.3583 ns/op
WorkloadResult   9: 33554432 op, 921707700.00 ns, 27.4690 ns/op
WorkloadResult  10: 33554432 op, 924469200.00 ns, 27.5513 ns/op
WorkloadResult  11: 33554432 op, 912858700.00 ns, 27.2053 ns/op
WorkloadResult  12: 33554432 op, 937152100.00 ns, 27.9293 ns/op
WorkloadResult  13: 33554432 op, 950321200.00 ns, 28.3218 ns/op
WorkloadResult  14: 33554432 op, 869611500.00 ns, 25.9164 ns/op
WorkloadResult  15: 33554432 op, 874615200.00 ns, 26.0656 ns/op
WorkloadResult  16: 33554432 op, 920991100.00 ns, 27.4477 ns/op
WorkloadResult  17: 33554432 op, 919089000.00 ns, 27.3910 ns/op
WorkloadResult  18: 33554432 op, 905716600.00 ns, 26.9925 ns/op
WorkloadResult  19: 33554432 op, 936048700.00 ns, 27.8964 ns/op
WorkloadResult  20: 33554432 op, 975742500.00 ns, 29.0794 ns/op
WorkloadResult  21: 33554432 op, 953128500.00 ns, 28.4054 ns/op
WorkloadResult  22: 33554432 op, 945526800.00 ns, 28.1789 ns/op
WorkloadResult  23: 33554432 op, 914774000.00 ns, 27.2624 ns/op
WorkloadResult  24: 33554432 op, 927904700.00 ns, 27.6537 ns/op
WorkloadResult  25: 33554432 op, 899760600.00 ns, 26.8150 ns/op
GC:  0 0 0 480 33554432
Threading:  0 0 33554432

// AfterAll
// Benchmark Process 25880 has exited with code 0.

Mean = 27.383 ns, StdErr = 0.152 ns (0.56%), N = 25, StdDev = 0.762 ns
Min = 25.916 ns, Q1 = 26.996 ns, Median = 27.406 ns, Q3 = 27.896 ns, Max = 29.079 ns
IQR = 0.900 ns, LowerFence = 25.646 ns, UpperFence = 29.247 ns
ConfidenceInterval = [26.812 ns; 27.953 ns] (CI 99.9%), Margin = 0.571 ns (2.08% of Mean)
Skewness = -0, Kurtosis = 2.57, MValue = 2

// ** Remained 0 (0.0%) benchmark(s) to run. Estimated finish 2022-12-22 10:31 (0h 0m from now) **
